"seed","ordinal","stage","x","z","legacyFieldsExact"
"9223372036854775807","53","hydrology","0","17","True"
"9223372036854775807","53","legacy_compatibility","0","17","True"
"9223372036854775807","53","finalized","0","17","True"
"9223372036854775807","54","continent","63","63","True"
"9223372036854775807","54","terrain","63","63","True"
"9223372036854775807","54","hydrology","63","63","True"
"9223372036854775807","54","legacy_compatibility","63","63","True"
"9223372036854775807","54","finalized","63","63","True"
"9223372036854775807","55","continent","63","0","True"
"9223372036854775807","55","terrain","63","0","True"
"9223372036854775807","55","hydrology","63","0","True"
"9223372036854775807","55","legacy_compatibility","63","0","True"
"9223372036854775807","55","finalized","63","0","True"
"9223372036854775807","56","continent","0","63","True"
"9223372036854775807","56","terrain","0","63","True"
"9223372036854775807","56","hydrology","0","63","True"
"9223372036854775807","56","legacy_compatibility","0","63","True"
"9223372036854775807","56","finalized","0","63","True"
"9223372036854775807","57","continent","64","64","True"
"9223372036854775807","57","terrain","64","64","True"
"9223372036854775807","57","hydrology","64","64","True"
"9223372036854775807","57","legacy_compatibility","64","64","True"
"9223372036854775807","57","finalized","64","64","True"
"9223372036854775807","58","continent","64","0","True"
"9223372036854775807","58","terrain","64","0","True"
"9223372036854775807","58","hydrology","64","0","True"
"9223372036854775807","58","legacy_compatibility","64","0","True"
"9223372036854775807","58","finalized","64","0","True"
"9223372036854775807","59","continent","0","64","True"
"9223372036854775807","59","terrain","0","64","True"
"9223372036854775807","59","hydrology","0","64","True"
"9223372036854775807","59","legacy_compatibility","0","64","True"
"9223372036854775807","59","finalized","0","64","True"
"9223372036854775807","60","continent","65","65","True"
"9223372036854775807","60","terrain","65","65","True"
"9223372036854775807","60","hydrology","65","65","True"
"9223372036854775807","60","legacy_compatibility","65","65","True"
"9223372036854775807","60","finalized","65","65","True"
"9223372036854775807","61","continent","65","0","True"
"9223372036854775807","61","terrain","65","0","True"
"9223372036854775807","61","hydrology","65","0","True"
"9223372036854775807","61","legacy_compatibility","65","0","True"
"9223372036854775807","61","finalized","65","0","True"
"9223372036854775807","62","continent","0","65","True"
"9223372036854775807","62","terrain","0","65","True"
"9223372036854775807","62","hydrology","0","65","True"
"9223372036854775807","62","legacy_compatibility","0","65","True"
"9223372036854775807","62","finalized","0","65","True"
"9223372036854775807","63","continent","126","126","True"
"9223372036854775807","63","terrain","126","126","True"
"9223372036854775807","63","hydrology","126","126","True"
"9223372036854775807","63","legacy_compatibility","126","126","True"
"9223372036854775807","63","finalized","126","126","True"
"9223372036854775807","64","continent","126","0","True"
"9223372036854775807","64","terrain","126","0","True"
"9223372036854775807","64","hydrology","126","0","True"
"9223372036854775807","64","legacy_compatibility","126","0","True"
"9223372036854775807","64","finalized","126","0","True"
"9223372036854775807","65","continent","0","126","True"
"9223372036854775807","65","terrain","0","126","True"
"9223372036854775807","65","hydrology","0","126","True"
"9223372036854775807","65","legacy_compatibility","0","126","True"
"9223372036854775807","65","finalized","0","126","True"
"9223372036854775807","66","continent","127","127","True"
"9223372036854775807","66","terrain","127","127","True"
"9223372036854775807","66","hydrology","127","127","True"
"9223372036854775807","66","legacy_compatibility","127","127","True"
"9223372036854775807","66","finalized","127","127","True"
"9223372036854775807","67","continent","127","0","True"
"9223372036854775807","67","terrain","127","0","True"
"9223372036854775807","67","hydrology","127","0","True"
"9223372036854775807","67","legacy_compatibility","127","0","True"
"9223372036854775807","67","finalized","127","0","True"
"9223372036854775807","68","continent","0","127","True"
"9223372036854775807","68","terrain","0","127","True"
"9223372036854775807","68","hydrology","0","127","True"
"9223372036854775807","68","legacy_compatibility","0","127","True"
"9223372036854775807","68","finalized","0","127","True"
"9223372036854775807","69","continent","128","128","True"
"9223372036854775807","69","terrain","128","128","True"
"9223372036854775807","69","hydrology","128","128","True"
"9223372036854775807","69","legacy_compatibility","128","128","True"
"9223372036854775807","69","finalized","128","128","True"
"9223372036854775807","70","continent","128","0","True"
"9223372036854775807","70","terrain","128","0","True"
"9223372036854775807","70","hydrology","128","0","True"
"9223372036854775807","70","legacy_compatibility","128","0","True"
"9223372036854775807","70","finalized","128","0","True"
"9223372036854775807","71","continent","0","128","True"
"9223372036854775807","71","terrain","0","128","True"
"9223372036854775807","71","hydrology","0","128","True"
"9223372036854775807","71","legacy_compatibility","0","128","True"
"9223372036854775807","71","finalized","0","128","True"
"9223372036854775807","72","continent","129","129","True"
"9223372036854775807","72","terrain","129","129","True"
"9223372036854775807","72","hydrology","129","129","True"
"9223372036854775807","72","legacy_compatibility","129","129","True"
"9223372036854775807","72","finalized","129","129","True"
"9223372036854775807","73","continent","129","0","True"
"9223372036854775807","73","terrain","129","0","True"
"9223372036854775807","73","hydrology","129","0","True"
"9223372036854775807","73","legacy_compatibility","129","0","True"
"9223372036854775807","73","finalized","129","0","True"
"9223372036854775807","74","continent","0","129","True"
"9223372036854775807","74","terrain","0","129","True"
"9223372036854775807","74","hydrology","0","129","True"
"9223372036854775807","74","legacy_compatibility","0","129","True"
"9223372036854775807","74","finalized","0","129","True"
"9223372036854775807","75","continent","-2944","-4096","True"
"9223372036854775807","75","terrain","-2944","-4096","True"
"9223372036854775807","75","hydrology","-2944","-4096","True"
"9223372036854775807","75","legacy_compatibility","-2944","-4096","True"
"9223372036854775807","75","finalized","-2944","-4096","True"
"9223372036854775807","76","continent","-4096","-4096","True"
"9223372036854775807","76","terrain","-4096","-4096","True"
"9223372036854775807","76","hydrology","-4096","-4096","True"
"9223372036854775807","76","legacy_compatibility","-4096","-4096","True"
"9223372036854775807","76","finalized","-4096","-4096","True"
"9223372036854775807","77","continent","-832","-4096","True"
"9223372036854775807","77","terrain","-832","-4096","True"
"9223372036854775807","77","hydrology","-832","-4096","True"
"9223372036854775807","77","legacy_compatibility","-832","-4096","True"
"9223372036854775807","77","finalized","-832","-4096","True"
"9223372036854775807","78","continent","-832","-4096","True"
"9223372036854775807","78","terrain","-832","-4096","True"
"9223372036854775807","78","hydrology","-832","-4096","True"
"9223372036854775807","78","legacy_compatibility","-832","-4096","True"
"9223372036854775807","78","finalized","-832","-4096","True"
"9223372036854775807","79","continent","0","-4096","True"
"9223372036854775807","79","terrain","0","-4096","True"
"9223372036854775807","79","hydrology","0","-4096","True"
"9223372036854775807","79","legacy_compatibility","0","-4096","True"
"9223372036854775807","79","finalized","0","-4096","True"
"9223372036854775807","80","continent","-1152","-4096","True"
"9223372036854775807","80","terrain","-1152","-4096","True"
"9223372036854775807","80","hydrology","-1152","-4096","True"
"9223372036854775807","80","legacy_compatibility","-1152","-4096","True"
"9223372036854775807","80","finalized","-1152","-4096","True"
"9223372036854775807","81","continent","-3968","-4096","True"
"9223372036854775807","81","terrain","-3968","-4096","True"
"9223372036854775807","81","hydrology","-3968","-4096","True"
"9223372036854775807","81","legacy_compatibility","-3968","-4096","True"
"9223372036854775807","81","finalized","-3968","-4096","True"
"9223372036854775807","82","continent","320","-4096","True"
"9223372036854775807","82","terrain","320","-4096","True"
"9223372036854775807","82","hydrology","320","-4096","True"
"9223372036854775807","82","legacy_compatibility","320","-4096","True"
"9223372036854775807","82","finalized","320","-4096","True"
"9223372036854775807","83","continent","3392","-2752","True"
"9223372036854775807","83","terrain","3392","-2752","True"
"9223372036854775807","83","hydrology","3392","-2752","True"
"9223372036854775807","83","legacy_compatibility","3392","-2752","True"
"9223372036854775807","83","finalized","3392","-2752","True"
"9223372036854775807","84","continent","-3200","-4096","True"
"9223372036854775807","84","terrain","-3200","-4096","True"
"9223372036854775807","84","hydrology","-3200","-4096","True"
"9223372036854775807","84","legacy_compatibility","-3200","-4096","True"
"9223372036854775807","84","finalized","-3200","-4096","True"
"-9223372036854775807","0","continent","-129","-129","True"
"-9223372036854775807","0","terrain","-129","-129","True"
"-9223372036854775807","0","hydrology","-129","-129","True"
"-9223372036854775807","0","legacy_compatibility","-129","-129","True"
"-9223372036854775807","0","finalized","-129","-129","True"
"-9223372036854775807","1","continent","-129","0","True"
"-9223372036854775807","1","terrain","-129","0","True"
"-9223372036854775807","1","hydrology","-129","0","True"
"-9223372036854775807","1","legacy_compatibility","-129","0","True"
"-9223372036854775807","1","finalized","-129","0","True"
"-9223372036854775807","2","continent","0","-129","True"
"-9223372036854775807","2","terrain","0","-129","True"
"-9223372036854775807","2","hydrology","0","-129","True"
"-9223372036854775807","2","legacy_compatibility","0","-129","True"
"-9223372036854775807","2","finalized","0","-129","True"
"-9223372036854775807","3","continent","-128","-128","True"
"-9223372036854775807","3","terrain","-128","-128","True"
"-9223372036854775807","3","hydrology","-128","-128","True"
"-9223372036854775807","3","legacy_compatibility","-128","-128","True"
"-9223372036854775807","3","finalized","-128","-128","True"
"-9223372036854775807","4","continent","-128","0","True"
"-9223372036854775807","4","terrain","-128","0","True"
"-9223372036854775807","4","hydrology","-128","0","True"
"-9223372036854775807","4","legacy_compatibility","-128","0","True"
"-9223372036854775807","4","finalized","-128","0","True"
"-9223372036854775807","5","continent","0","-128","True"
"-9223372036854775807","5","terrain","0","-128","True"
"-9223372036854775807","5","hydrology","0","-128","True"
"-9223372036854775807","5","legacy_compatibility","0","-128","True"
"-9223372036854775807","5","finalized","0","-128","True"
"-9223372036854775807","6","continent","-127","-127","True"
"-9223372036854775807","6","terrain","-127","-127","True"
"-9223372036854775807","6","hydrology","-127","-127","True"
"-9223372036854775807","6","legacy_compatibility","-127","-127","True"
"-9223372036854775807","6","finalized","-127","-127","True"
"-9223372036854775807","7","continent","-127","0","True"
"-9223372036854775807","7","terrain","-127","0","True"
"-9223372036854775807","7","hydrology","-127","0","True"
"-9223372036854775807","7","legacy_compatibility","-127","0","True"
"-9223372036854775807","7","finalized","-127","0","True"
"-9223372036854775807","8","continent","0","-127","True"
"-9223372036854775807","8","terrain","0","-127","True"
"-9223372036854775807","8","hydrology","0","-127","True"
"-9223372036854775807","8","legacy_compatibility","0","-127","True"
"-9223372036854775807","8","finalized","0","-127","True"
"-9223372036854775807","9","continent","-17","-17","True"
"-9223372036854775807","9","terrain","-17","-17","True"
"-9223372036854775807","9","hydrology","-17","-17","True"
"-9223372036854775807","9","legacy_compatibility","-17","-17","True"
"-9223372036854775807","9","finalized","-17","-17","True"
"-9223372036854775807","10","continent","-17","0","True"
"-9223372036854775807","10","terrain","-17","0","True"
"-9223372036854775807","10","hydrology","-17","0","True"
"-9223372036854775807","10","legacy_compatibility","-17","0","True"
"-9223372036854775807","10","finalized","-17","0","True"
"-9223372036854775807","11","continent","0","-17","True"
"-9223372036854775807","11","terrain","0","-17","True"
"-9223372036854775807","11","hydrology","0","-17","True"
"-9223372036854775807","11","legacy_compatibility","0","-17","True"
"-9223372036854775807","11","finalized","0","-17","True"
"-9223372036854775807","12","continent","-16","-16","True"
"-9223372036854775807","12","terrain","-16","-16","True"
"-9223372036854775807","12","hydrology","-16","-16","True"
"-9223372036854775807","12","legacy_compatibility","-16","-16","True"
"-9223372036854775807","12","finalized","-16","-16","True"
"-9223372036854775807","13","continent","-16","0","True"
"-9223372036854775807","13","terrain","-16","0","True"
"-9223372036854775807","13","hydrology","-16","0","True"
"-9223372036854775807","13","legacy_compatibility","-16","0","True"
"-9223372036854775807","13","finalized","-16","0","True"
"-9223372036854775807","14","continent","0","-16","True"
"-9223372036854775807","14","terrain","0","-16","True"
"-9223372036854775807","14","hydrology","0","-16","True"
"-9223372036854775807","14","legacy_compatibility","0","-16","True"
"-9223372036854775807","14","finalized","0","-16","True"
"-9223372036854775807","15","continent","-15","-15","True"
"-9223372036854775807","15","terrain","-15","-15","True"
"-9223372036854775807","15","hydrology","-15","-15","True"
"-9223372036854775807","15","legacy_compatibility","-15","-15","True"
"-9223372036854775807","15","finalized","-15","-15","True"
"-9223372036854775807","16","continent","-15","0","True"
"-9223372036854775807","16","terrain","-15","0","True"
"-9223372036854775807","16","hydrology","-15","0","True"
"-9223372036854775807","16","legacy_compatibility","-15","0","True"
"-9223372036854775807","16","finalized","-15","0","True"
"-9223372036854775807","17","continent","0","-15","True"
"-9223372036854775807","17","terrain","0","-15","True"
"-9223372036854775807","17","hydrology","0","-15","True"
"-9223372036854775807","17","legacy_compatibility","0","-15","True"
"-9223372036854775807","17","finalized","0","-15","True"
"-9223372036854775807","18","continent","-5","-5","True"
"-9223372036854775807","18","terrain","-5","-5","True"
"-9223372036854775807","18","hydrology","-5","-5","True"
"-9223372036854775807","18","legacy_compatibility","-5","-5","True"
"-9223372036854775807","18","finalized","-5","-5","True"
"-9223372036854775807","19","continent","-5","0","True"
"-9223372036854775807","19","terrain","-5","0","True"
"-9223372036854775807","19","hydrology","-5","0","True"
"-9223372036854775807","19","legacy_compatibility","-5","0","True"
"-9223372036854775807","19","finalized","-5","0","True"
"-9223372036854775807","20","continent","0","-5","True"
"-9223372036854775807","20","terrain","0","-5","True"
"-9223372036854775807","20","hydrology","0","-5","True"
"-9223372036854775807","20","legacy_compatibility","0","-5","True"
"-9223372036854775807","20","finalized","0","-5","True"
"-9223372036854775807","21","continent","-4","-4","True"
"-9223372036854775807","21","terrain","-4","-4","True"
"-9223372036854775807","21","hydrology","-4","-4","True"
"-9223372036854775807","21","legacy_compatibility","-4","-4","True"
"-9223372036854775807","21","finalized","-4","-4","True"
"-9223372036854775807","22","continent","-4","0","True"
"-9223372036854775807","22","terrain","-4","0","True"
"-9223372036854775807","22","hydrology","-4","0","True"
"-9223372036854775807","22","legacy_compatibility","-4","0","True"
"-9223372036854775807","22","finalized","-4","0","True"
"-9223372036854775807","23","continent","0","-4","True"
"-9223372036854775807","23","terrain","0","-4","True"
"-9223372036854775807","23","hydrology","0","-4","True"
"-9223372036854775807","23","legacy_compatibility","0","-4","True"
"-9223372036854775807","23","finalized","0","-4","True"
"-9223372036854775807","24","continent","-3","-3","True"
"-9223372036854775807","24","terrain","-3","-3","True"
"-9223372036854775807","24","hydrology","-3","-3","True"
"-9223372036854775807","24","legacy_compatibility","-3","-3","True"
"-9223372036854775807","24","finalized","-3","-3","True"
"-9223372036854775807","25","continent","-3","0","True"
"-9223372036854775807","25","terrain","-3","0","True"
"-9223372036854775807","25","hydrology","-3","0","True"
"-9223372036854775807","25","legacy_compatibility","-3","0","True"
"-9223372036854775807","25","finalized","-3","0","True"
"-9223372036854775807","26","continent","0","-3","True"
"-9223372036854775807","26","terrain","0","-3","True"
"-9223372036854775807","26","hydrology","0","-3","True"
"-9223372036854775807","26","legacy_compatibility","0","-3","True"
"-9223372036854775807","26","finalized","0","-3","True"
"-9223372036854775807","27","continent","-1","-1","True"
"-9223372036854775807","27","terrain","-1","-1","True"
"-9223372036854775807","27","hydrology","-1","-1","True"
"-9223372036854775807","27","legacy_compatibility","-1","-1","True"
"-9223372036854775807","27","finalized","-1","-1","True"
"-9223372036854775807","28","continent","-1","0","True"
"-9223372036854775807","28","terrain","-1","0","True"
"-9223372036854775807","28","hydrology","-1","0","True"
"-9223372036854775807","28","legacy_compatibility","-1","0","True"
"-9223372036854775807","28","finalized","-1","0","True"
"-9223372036854775807","29","continent","0","-1","True"
"-9223372036854775807","29","terrain","0","-1","True"
"-9223372036854775807","29","hydrology","0","-1","True"
"-9223372036854775807","29","legacy_compatibility","0","-1","True"
"-9223372036854775807","29","finalized","0","-1","True"
"-9223372036854775807","30","continent","0","0","True"
"-9223372036854775807","30","terrain","0","0","True"
"-9223372036854775807","30","hydrology","0","0","True"
"-9223372036854775807","30","legacy_compatibility","0","0","True"
"-9223372036854775807","30","finalized","0","0","True"
"-9223372036854775807","31","continent","0","0","True"
"-9223372036854775807","31","terrain","0","0","True"
"-9223372036854775807","31","hydrology","0","0","True"
"-9223372036854775807","31","legacy_compatibility","0","0","True"
"-9223372036854775807","31","finalized","0","0","True"
"-9223372036854775807","32","continent","0","0","True"
"-9223372036854775807","32","terrain","0","0","True"
"-9223372036854775807","32","hydrology","0","0","True"
"-9223372036854775807","32","legacy_compatibility","0","0","True"
"-9223372036854775807","32","finalized","0","0","True"
"-9223372036854775807","33","continent","1","1","True"
"-9223372036854775807","33","terrain","1","1","True"
"-9223372036854775807","33","hydrology","1","1","True"
"-9223372036854775807","33","legacy_compatibility","1","1","True"
"-9223372036854775807","33","finalized","1","1","True"
"-9223372036854775807","34","continent","1","0","True"
"-9223372036854775807","34","terrain","1","0","True"
"-9223372036854775807","34","hydrology","1","0","True"
"-9223372036854775807","34","legacy_compatibility","1","0","True"
"-9223372036854775807","34","finalized","1","0","True"
"-9223372036854775807","35","continent","0","1","True"
"-9223372036854775807","35","terrain","0","1","True"
"-9223372036854775807","35","hydrology","0","1","True"
"-9223372036854775807","35","legacy_compatibility","0","1","True"
"-9223372036854775807","35","finalized","0","1","True"
"-9223372036854775807","36","continent","3","3","True"
"-9223372036854775807","36","terrain","3","3","True"
"-9223372036854775807","36","hydrology","3","3","True"
"-9223372036854775807","36","legacy_compatibility","3","3","True"
"-9223372036854775807","36","finalized","3","3","True"
"-9223372036854775807","37","continent","3","0","True"
"-9223372036854775807","37","terrain","3","0","True"
"-9223372036854775807","37","hydrology","3","0","True"
"-9223372036854775807","37","legacy_compatibility","3","0","True"
"-9223372036854775807","37","finalized","3","0","True"
"-9223372036854775807","38","continent","0","3","True"
"-9223372036854775807","38","terrain","0","3","True"
"-9223372036854775807","38","hydrology","0","3","True"
"-9223372036854775807","38","legacy_compatibility","0","3","True"
"-9223372036854775807","38","finalized","0","3","True"
"-9223372036854775807","39","continent","4","4","True"
"-9223372036854775807","39","terrain","4","4","True"
"-9223372036854775807","39","hydrology","4","4","True"
"-9223372036854775807","39","legacy_compatibility","4","4","True"
"-9223372036854775807","39","finalized","4","4","True"
"-9223372036854775807","40","continent","4","0","True"
"-9223372036854775807","40","terrain","4","0","True"
"-9223372036854775807","40","hydrology","4","0","True"
"-9223372036854775807","40","legacy_compatibility","4","0","True"
"-9223372036854775807","40","finalized","4","0","True"
"-9223372036854775807","41","continent","0","4","True"
"-9223372036854775807","41","terrain","0","4","True"
"-9223372036854775807","41","hydrology","0","4","True"
"-9223372036854775807","41","legacy_compatibility","0","4","True"
"-9223372036854775807","41","finalized","0","4","True"
"-9223372036854775807","42","continent","5","5","True"
"-9223372036854775807","42","terrain","5","5","True"
"-9223372036854775807","42","hydrology","5","5","True"
"-9223372036854775807","42","legacy_compatibility","5","5","True"
"-9223372036854775807","42","finalized","5","5","True"
"-9223372036854775807","43","continent","5","0","True"
"-9223372036854775807","43","terrain","5","0","True"
"-9223372036854775807","43","hydrology","5","0","True"
"-9223372036854775807","43","legacy_compatibility","5","0","True"
"-9223372036854775807","43","finalized","5","0","True"
"-9223372036854775807","44","continent","0","5","True"
"-9223372036854775807","44","terrain","0","5","True"
"-9223372036854775807","44","hydrology","0","5","True"
"-9223372036854775807","44","legacy_compatibility","0","5","True"
"-9223372036854775807","44","finalized","0","5","True"
"-9223372036854775807","45","continent","15","15","True"
"-9223372036854775807","45","terrain","15","15","True"
"-9223372036854775807","45","hydrology","15","15","True"
"-9223372036854775807","45","legacy_compatibility","15","15","True"
"-9223372036854775807","45","finalized","15","15","True"
"-9223372036854775807","46","continent","15","0","True"
"-9223372036854775807","46","terrain","15","0","True"
"-9223372036854775807","46","hydrology","15","0","True"
"-9223372036854775807","46","legacy_compatibility","15","0","True"
"-9223372036854775807","46","finalized","15","0","True"
"-9223372036854775807","47","continent","0","15","True"
"-9223372036854775807","47","terrain","0","15","True"
"-9223372036854775807","47","hydrology","0","15","True"
"-9223372036854775807","47","legacy_compatibility","0","15","True"
"-9223372036854775807","47","finalized","0","15","True"
"-9223372036854775807","48","continent","16","16","True"
"-9223372036854775807","48","terrain","16","16","True"
"-9223372036854775807","48","hydrology","16","16","True"
"-9223372036854775807","48","legacy_compatibility","16","16","True"
"-9223372036854775807","48","finalized","16","16","True"
"-9223372036854775807","49","continent","16","0","True"
"-9223372036854775807","49","terrain","16","0","True"
"-9223372036854775807","49","hydrology","16","0","True"
"-9223372036854775807","49","legacy_compatibility","16","0","True"
"-9223372036854775807","49","finalized","16","0","True"
"-9223372036854775807","50","continent","0","16","True"
"-9223372036854775807","50","terrain","0","16","True"
"-9223372036854775807","50","hydrology","0","16","True"
"-9223372036854775807","50","legacy_compatibility","0","16","True"
"-9223372036854775807","50","finalized","0","16","True"
"-9223372036854775807","51","continent","17","17","True"
"-9223372036854775807","51","terrain","17","17","True"
"-9223372036854775807","51","hydrology","17","17","True"
"-9223372036854775807","51","legacy_compatibility","17","17","True"
"-9223372036854775807","51","finalized","17","17","True"
"-9223372036854775807","52","continent","17","0","True"
"-9223372036854775807","52","terrain","17","0","True"
"-9223372036854775807","52","hydrology","17","0","True"
"-9223372036854775807","52","legacy_compatibility","17","0","True"
"-9223372036854775807","52","finalized","17","0","True"
"-9223372036854775807","53","continent","0","17","True"
"-9223372036854775807","53","terrain","0","17","True"
"-9223372036854775807","53","hydrology","0","17","True"
"-9223372036854775807","53","legacy_compatibility","0","17","True"
"-9223372036854775807","53","finalized","0","17","True"
"-9223372036854775807","54","continent","63","63","True"
"-9223372036854775807","54","terrain","63","63","True"
"-9223372036854775807","54","hydrology","63","63","True"
"-9223372036854775807","54","legacy_compatibility","63","63","True"
"-9223372036854775807","54","finalized","63","63","True"
"-9223372036854775807","55","continent","63","0","True"
"-9223372036854775807","55","terrain","63","0","True"
"-9223372036854775807","55","hydrology","63","0","True"
"-9223372036854775807","55","legacy_compatibility","63","0","True"
"-9223372036854775807","55","finalized","63","0","True"
"-9223372036854775807","56","continent","0","63","True"
"-9223372036854775807","56","terrain","0","63","True"
"-9223372036854775807","56","hydrology","0","63","True"
"-9223372036854775807","56","legacy_compatibility","0","63","True"
"-9223372036854775807","56","finalized","0","63","True"
"-9223372036854775807","57","continent","64","64","True"
"-9223372036854775807","57","terrain","64","64","True"
"-9223372036854775807","57","hydrology","64","64","True"
"-9223372036854775807","57","legacy_compatibility","64","64","True"
"-9223372036854775807","57","finalized","64","64","True"
"-9223372036854775807","58","continent","64","0","True"
"-9223372036854775807","58","terrain","64","0","True"
"-9223372036854775807","58","hydrology","64","0","True"
"-9223372036854775807","58","legacy_compatibility","64","0","True"
"-9223372036854775807","58","finalized","64","0","True"
"-9223372036854775807","59","continent","0","64","True"
"-9223372036854775807","59","terrain","0","64","True"
"-9223372036854775807","59","hydrology","0","64","True"
"-9223372036854775807","59","legacy_compatibility","0","64","True"
"-9223372036854775807","59","finalized","0","64","True"
"-9223372036854775807","60","continent","65","65","True"
"-9223372036854775807","60","terrain","65","65","True"
"-9223372036854775807","60","hydrology","65","65","True"
"-9223372036854775807","60","legacy_compatibility","65","65","True"
"-9223372036854775807","60","finalized","65","65","True"
"-9223372036854775807","61","continent","65","0","True"
"-9223372036854775807","61","terrain","65","0","True"
"-9223372036854775807","61","hydrology","65","0","True"
"-9223372036854775807","61","legacy_compatibility","65","0","True"
"-9223372036854775807","61","finalized","65","0","True"
"-9223372036854775807","62","continent","0","65","True"
"-9223372036854775807","62","terrain","0","65","True"
"-9223372036854775807","62","hydrology","0","65","True"
"-9223372036854775807","62","legacy_compatibility","0","65","True"
"-9223372036854775807","62","finalized","0","65","True"
"-9223372036854775807","63","continent","126","126","True"
"-9223372036854775807","63","terrain","126","126","True"
"-9223372036854775807","63","hydrology","126","126","True"
"-9223372036854775807","63","legacy_compatibility","126","126","True"
"-9223372036854775807","63","finalized","126","126","True"
"-9223372036854775807","64","continent","126","0","True"
"-9223372036854775807","64","terrain","126","0","True"
"-9223372036854775807","64","hydrology","126","0","True"
"-9223372036854775807","64","legacy_compatibility","126","0","True"
"-9223372036854775807","64","finalized","126","0","True"
"-9223372036854775807","65","continent","0","126","True"
"-9223372036854775807","65","terrain","0","126","True"
"-9223372036854775807","65","hydrology","0","126","True"
"-9223372036854775807","65","legacy_compatibility","0","126","True"
"-9223372036854775807","65","finalized","0","126","True"
"-9223372036854775807","66","continent","127","127","True"
"-9223372036854775807","66","terrain","127","127","True"
"-9223372036854775807","66","hydrology","127","127","True"
"-9223372036854775807","66","legacy_compatibility","127","127","True"
"-9223372036854775807","66","finalized","127","127","True"
"-9223372036854775807","67","continent","127","0","True"
"-9223372036854775807","67","terrain","127","0","True"
"-9223372036854775807","67","hydrology","127","0","True"
"-9223372036854775807","67","legacy_compatibility","127","0","True"
"-9223372036854775807","67","finalized","127","0","True"
"-9223372036854775807","68","continent","0","127","True"
"-9223372036854775807","68","terrain","0","127","True"
"-9223372036854775807","68","hydrology","0","127","True"
"-9223372036854775807","68","legacy_compatibility","0","127","True"
"-9223372036854775807","68","finalized","0","127","True"
"-9223372036854775807","69","continent","128","128","True"
"-9223372036854775807","69","terrain","128","128","True"
"-9223372036854775807","69","hydrology","128","128","True"
"-9223372036854775807","69","legacy_compatibility","128","128","True"
"-9223372036854775807","69","finalized","128","128","True"
"-9223372036854775807","70","continent","128","0","True"
"-9223372036854775807","70","terrain","128","0","True"
"-9223372036854775807","70","hydrology","128","0","True"
"-9223372036854775807","70","legacy_compatibility","128","0","True"
"-9223372036854775807","70","finalized","128","0","True"
"-9223372036854775807","71","continent","0","128","True"
"-9223372036854775807","71","terrain","0","128","True"
"-9223372036854775807","71","hydrology","0","128","True"
"-9223372036854775807","71","legacy_compatibility","0","128","True"
"-9223372036854775807","71","finalized","0","128","True"
"-9223372036854775807","72","continent","129","129","True"
"-9223372036854775807","72","terrain","129","129","True"
"-9223372036854775807","72","hydrology","129","129","True"
"-9223372036854775807","72","legacy_compatibility","129","129","True"
"-9223372036854775807","72","finalized","129","129","True"
"-9223372036854775807","73","continent","129","0","True"
"-9223372036854775807","73","terrain","129","0","True"
"-9223372036854775807","73","hydrology","129","0","True"
"-9223372036854775807","73","legacy_compatibility","129","0","True"
"-9223372036854775807","73","finalized","129","0","True"
"-9223372036854775807","74","continent","0","129","True"
"-9223372036854775807","74","terrain","0","129","True"
"-9223372036854775807","74","hydrology","0","129","True"
"-9223372036854775807","74","legacy_compatibility","0","129","True"
"-9223372036854775807","74","finalized","0","129","True"
"-9223372036854775807","75","continent","-4096","-4096","True"
"-9223372036854775807","75","terrain","-4096","-4096","True"
"-9223372036854775807","75","hydrology","-4096","-4096","True"
"-9223372036854775807","75","legacy_compatibility","-4096","-4096","True"
"-9223372036854775807","75","finalized","-4096","-4096","True"
"-9223372036854775807","76","continent","-320","-4096","True"
"-9223372036854775807","76","terrain","-320","-4096","True"
"-9223372036854775807","76","hydrology","-320","-4096","True"
"-9223372036854775807","76","legacy_compatibility","-320","-4096","True"
"-9223372036854775807","76","finalized","-320","-4096","True"
"-9223372036854775807","77","continent","-1984","-3072","True"
"-9223372036854775807","77","terrain","-1984","-3072","True"
"-9223372036854775807","77","hydrology","-1984","-3072","True"
"-9223372036854775807","77","legacy_compatibility","-1984","-3072","True"
"-9223372036854775807","77","finalized","-1984","-3072","True"
"-9223372036854775807","78","continent","-1984","-3072","True"
"-9223372036854775807","78","terrain","-1984","-3072","True"
"-9223372036854775807","78","hydrology","-1984","-3072","True"
"-9223372036854775807","78","legacy_compatibility","-1984","-3072","True"
"-9223372036854775807","78","finalized","-1984","-3072","True"
"-9223372036854775807","79","continent","-3648","-3968","True"
"-9223372036854775807","79","terrain","-3648","-3968","True"
"-9223372036854775807","79","hydrology","-3648","-3968","True"
"-9223372036854775807","79","legacy_compatibility","-3648","-3968","True"
"-9223372036854775807","79","finalized","-3648","-3968","True"
"-9223372036854775807","80","continent","-1024","-4096","True"
"-9223372036854775807","80","terrain","-1024","-4096","True"
"-9223372036854775807","80","hydrology","-1024","-4096","True"
"-9223372036854775807","80","legacy_compatibility","-1024","-4096","True"
"-9223372036854775807","80","finalized","-1024","-4096","True"
"-9223372036854775807","81","continent","-3520","-4096","True"
"-9223372036854775807","81","terrain","-3520","-4096","True"
"-9223372036854775807","81","hydrology","-3520","-4096","True"
"-9223372036854775807","81","legacy_compatibility","-3520","-4096","True"
